patentno,risk,satisfy,name,home,resident,surgery,history,cost,centile
14005,0,8670.0,Alexander,NY,1123,452,13.80232,72.18998,81
14006,0,10410.0,Angola,NY,7330,2977,16.43929,60.4412,81
14008,0,13180.0,Appleton,NY,951,380,10.93586,61.19568,81
14009,0,13790.0,Arcade,NY,3673,1517,11.92486,57.88222,81
14011,0,12671.0,Attica,NY,5821,1643,9.43137,65.15509,81
14012,0,10925.0,Barker,NY,1689,718,12.61101,65.2244,81
14013,0,15930.0,Basom,NY,1090,419,9.81651,55.92867,81
14020,0,11141.0,Batavia,NY,15741,5830,17.14631,56.69231,81
14024,0,18440.0,Bliss,NY,1124,484,7.74021,52.83096,81
14025,0,5790.0,Boston,NY,2125,882,23.2,74.11869,81
14028,0,10566.0,Burt,NY,1198,499,10.10017,70.80392,81
14030,0,16322.0,Chaffee,NY,1130,459,10.61947,53.60245,81
14031,0,2286.0,Clarence,NY,6267,2328,35.663,98.35114,81
14032,0,3081.0,Clarence Center,NY,3475,1524,33.32374,87.9361,81
14033,0,5238.0,Colden,NY,1354,587,23.63368,78.08464,81
14034,0,16570.0,Collins,NY,4822,611,4.02323,64.35876,81
14036,0,11632.0,Corfu,NY,3467,1456,14.42169,59.69979,81
14037,0,8560.0,Cowlesville,NY,742,289,20.08086,61.91486,81
14040,0,10735.0,Darien Center,NY,1505,648,11.56146,67.71537,81
14042,0,20620.0,Delevan,NY,2973,1240,6.39085,48.55119,81
14043,0,8753.0,Depew,NY,18577,7284,15.69145,68.53916,81
14047,0,6106.0,Derby,NY,4550,1924,21.93407,73.73425,81
14048,0,16946.0,Dunkirk,NY,10845,4041,13.38866,47.26451,81
14051,1,557.0,East Amherst,NY,11518,5101,59.76732,124.1697,81
14052,0,3591.0,East Aurora,NY,12689,5114,33.06801,81.09081,81
14054,0,9867.0,East Bethany,NY,924,402,15.36797,64.29077,81
14055,0,12392.0,East Concord,NY,945,363,11.32275,62.65627,81
14057,0,5364.0,Eden,NY,5503,2239,22.02435,79.73875,81
14058,0,8598.0,Elba,NY,1432,624,17.87709,65.53561,81
14059,0,4075.0,Elma,NY,6117,2542,28.67419,82.21143,81
14062,0,14275.0,Forestville,NY,2331,995,13.68511,53.59329,81
14063,0,5914.0,Fredonia,NY,7422,2992,28.38857,63.95995,81
14065,0,21817.0,Freedom,NY,1215,555,5.34979,45.82877,81
14066,0,16235.0,Gainesville,NY,953,412,9.75866,55.28925,81
14067,0,10619.0,Gasport,NY,3495,1422,13.13305,65.38,81
14068,0,1613.0,Getzville,NY,4875,1721,42.97436,102.2439,81
14069,0,8130.0,Glenwood,NY,541,227,24.21442,56.91068,81
14070,0,13344.0,Gowanda,NY,3958,1469,15.91713,52.2007,81
14072,0,2930.0,Grand Island,NY,12545,5236,32.4432,92.21326,81
14075,0,4551.0,Hamburg,NY,29092,11496,28.4305,77.20463,81
14080,0,8114.0,Holland,NY,3094,1312,15.28765,72.39527,81
14081,0,14263.0,Irving,NY,2326,827,14.48839,52.253,81
14085,0,4406.0,Lake View,NY,3598,1551,25.51417,83.95184,81
14086,0,4822.0,Lancaster,NY,19389,7922,23.19356,83.33596,81
14091,0,14949.0,Lawtons,NY,677,293,15.65731,48.40604,81
14092,0,3955.0,Lewiston,NY,7910,3130,31.31479,79.24056,81
14094,0,8207.0,Lockport,NY,34109,13584,18.52883,66.27832,81
14098,0,14253.0,Lyndonville,NY,1827,766,13.51943,53.9385,81
14101,0,15621.0,Machias,NY,1312,517,11.05183,54.52169,81
14102,0,3773.0,Marilla,NY,662,305,23.4139,95.15667,81
14103,0,14961.0,Medina,NY,7540,3016,12.9443,53.05325,81
14105,0,13164.0,Middleport,NY,2926,1269,12.37184,58.75831,81
14108,0,9874.0,Newfane,NY,3997,1648,14.51088,65.73566,81
14111,0,10104.0,North Collins,NY,2149,868,14.14611,65.5526,81
14113,0,12674.0,North Java,NY,512,208,12.5,59.86324,81
14120,0,6782.0,North Tonawanda,NY,29199,11850,20.57947,71.28905,81
14125,0,13023.0,Oakfield,NY,2480,1077,12.41935,59.04991,81
14127,0,2220.0,Orchard Park,NY,19119,7712,39.07631,93.91706,81
14129,0,17403.0,Perrysburg,NY,1226,492,12.15334,48.11968,81
14131,0,8862.0,Ransomville,NY,3736,1516,16.27409,67.03673,81
14132,0,9251.0,Sanborn,NY,3596,1535,17.65851,62.81972,81
14136,0,13817.0,Silver Creek,NY,3614,1552,12.94964,56.05158,81
14138,0,17045.0,South Dayton,NY,1311,551,11.21281,50.75972,81
14139,0,5005.0,South Wales,NY,1454,584,24.07153,79.73483,81
14141,0,8962.0,Springville,NY,5245,2057,17.29266,64.77066,81
14143,0,7116.0,Stafford,NY,887,372,18.15107,73.27006,81
14145,0,13532.0,Strykersville,NY,1038,451,9.92293,62.05085,81
14150,0,7840.0,Tonawanda,NY,31270,12471,21.44228,63.10347,81
14167,0,13278.0,Varysburg,NY,1120,502,11.16071,60.5628,81
14170,0,4980.0,West Falls,NY,1813,787,27.35797,74.33706,81
14171,0,11170.0,West Valley,NY,1444,626,14.95845,60.36012,81
14172,0,8439.0,Wilson,NY,2207,932,18.71319,64.79681,81
14174,0,4303.0,Youngstown,NY,3837,1646,27.91243,81.03328,81
14201,0,21660.0,Buffalo,NY,8311,2609,19.79305,21.64601,81
14202,0,10712.0,Buffalo,NY,3192,453,23.90351,46.52833,81
14203,0,23695.0,Buffalo,NY,594,108,14.14141,13.51143,81
14204,0,23524.0,Buffalo,NY,6328,2426,7.20607,29.18955,81
14206,0,19775.0,Buffalo,NY,16155,5893,8.5113,47.5731,81
14207,0,21994.0,Buffalo,NY,14500,5654,8.46207,39.65951,81
14208,0,21333.0,Buffalo,NY,7934,2931,12.76783,35.01884,81
14209,0,9384.0,Buffalo,NY,6023,1653,30.35032,40.40876,81
14210,0,20197.0,Buffalo,NY,10394,4178,9.63056,44.36818,81
14211,0,23272.0,Buffalo,NY,17411,7379,7.43783,32.3461,81
14212,0,23385.0,Buffalo,NY,9500,3804,6.71579,32.06628,81
14213,0,22186.0,Buffalo,NY,14982,5877,14.54412,28.0964,81
14214,0,5334.0,Buffalo,NY,12705,4430,36.41873,55.14672,81
14215,0,17396.0,Buffalo,NY,26194,11332,16.19073,41.18155,81
14216,0,5811.0,Buffalo,NY,16677,5789,31.70235,59.18982,81
14217,0,5792.0,Buffalo,NY,17739,6302,26.51221,68.38225,81
14218,0,15618.0,Buffalo,NY,13659,5138,12.60707,51.85288,81
14219,0,9650.0,Buffalo,NY,8926,3513,16.43513,63.40291,81
14220,0,10543.0,Buffalo,NY,17739,6617,17.8815,57.45594,81
14221,0,1648.0,Buffalo,NY,37196,13981,47.44596,93.45417,81
14222,0,1960.0,Buffalo,NY,9847,2219,50.84797,79.39355,81
14223,0,5353.0,Buffalo,NY,16816,6627,28.81185,68.09327,81
14224,0,6745.0,Buffalo,NY,28736,11251,20.59438,71.49957,81
14225,0,12274.0,Buffalo,NY,26080,9997,14.56672,57.37487,81
14226,0,2498.0,Buffalo,NY,20604,7932,45.84547,76.7692,81
14227,0,8779.0,Buffalo,NY,18139,6746,16.80357,66.54376,81
14228,0,3132.0,Buffalo,NY,12060,4613,40.93698,74.11346,81
14301,0,22868.0,Niagara Falls,NY,9704,3575,8.59439,33.94399,81
14303,0,22630.0,Niagara Falls,NY,4689,1652,8.57326,35.73801,81
14304,0,10437.0,Niagara Falls,NY,21663,8397,15.49647,61.96062,81
14305,0,17407.0,Niagara Falls,NY,12146,5038,14.16927,44.63362,81
14411,0,16898.0,Albion,NY,9627,3387,11.0938,51.36383,81
14414,0,5683.0,Avon,NY,4462,1792,25.3922,71.15697,81
14416,0,7143.0,Bergen,NY,2605,1094,18.77159,72.05399,81
14418,0,16642.0,Branchport,NY,1067,414,13.1209,48.48973,81
14420,0,4383.0,Brockport,NY,10333,4187,30.93971,74.85618,81
14422,0,7765.0,Byron,NY,1635,689,13.76147,76.8215,81
14423,0,8963.0,Caledonia,NY,3214,1388,16.33479,66.41954,81
14424,0,5504.0,Canandaigua,NY,17168,6521,26.81733,70.15536,81
14425,0,5708.0,Farmington,NY,6049,2630,25.65713,70.46133,81
14427,0,15295.0,Castile,NY,1421,616,13.08937,51.89603,81
14428,0,3457.0,Churchville,NY,4840,2124,31.83884,84.94562,81
14432,0,9762.0,Clifton Springs,NY,4081,1658,15.95197,63.72066,81
14433,0,16161.0,Clyde,NY,3052,1275,8.32241,57.91753,81
14435,0,7926.0,Conesus,NY,1784,751,18.55381,67.65915,81
14437,0,15951.0,Dansville,NY,8684,2631,8.88991,57.4651,81
14445,0,6590.0,East Rochester,NY,5597,2111,25.9246,63.42775,81
14450,0,1146.0,Fairport,NY,27709,11433,51.10975,104.3386,81
14454,0,2562.0,Geneseo,NY,3726,1417,42.29737,81.60601,81
14456,0,8601.0,Geneva,NY,12343,4726,21.34813,59.53895,81
14464,0,8446.0,Hamlin,NY,4603,2081,15.16402,70.88631,81
14466,0,9045.0,Hemlock,NY,1027,424,18.59786,62.111,81
14467,0,3745.0,Henrietta,NY,5551,2389,30.94938,82.60371,81
14468,0,5672.0,Hilton,NY,10665,4598,21.594,77.76035,81
14469,0,6091.0,Bloomfield,NY,3938,1670,23.64144,70.89677,81
14470,0,10718.0,Holley,NY,6082,2044,12.64387,65.9135,81
14471,0,6683.0,Honeoye,NY,1951,758,22.34751,68.90006,81
14472,0,1183.0,Honeoye Falls,NY,5718,2364,48.79328,106.9918,81
14476,0,9911.0,Kendall,NY,1600,729,16.125,62.78441,81
14477,0,7886.0,Kent,NY,1093,435,17.56633,69.57347,81
14478,0,4738.0,Keuka Park,NY,554,211,33.57401,66.33324,81
14481,0,12803.0,Leicester,NY,2769,528,8.52293,66.37508,81
14482,0,8768.0,Le Roy,NY,6303,2446,17.83278,64.80334,81
14485,0,5617.0,Lima,NY,3043,1166,25.20539,72.01607,81
14487,0,4927.0,Livonia,NY,3723,1588,26.77948,75.88787,81
14489,0,11360.0,Lyons,NY,5164,1897,13.49729,62.21822,81
14502,0,5201.0,Macedon,NY,6038,2641,26.84664,72.90263,81
14504,0,13664.0,Manchester,NY,933,355,13.18328,56.06335,81
14505,0,9063.0,Marion,NY,3855,1643,14.21531,69.55517,81
14506,1,603.0,Mendon,NY,799,369,56.94618,125.1491,81
14507,0,7953.0,Middlesex,NY,902,395,21.95122,61.6298,81
14510,0,16684.0,Mount Morris,NY,3403,1349,12.22451,49.93201,81
14512,0,7618.0,Naples,NY,3201,1311,25.17963,57.97637,81
14513,0,10801.0,Newark,NY,9875,3968,15.59494,60.5458,81
14514,0,5726.0,North Chili,NY,2896,1203,26.79558,68.38356,81
14516,0,10513.0,North Rose,NY,1699,707,16.24485,60.4085,81
14517,0,14970.0,Nunda,NY,1810,769,10.99448,56.39025,81
14519,0,5834.0,Ontario,NY,7264,3095,20.18172,78.80513,81
14521,0,10896.0,Ovid,NY,2438,657,16.65299,58.35165,81
14522,0,8199.0,Palmyra,NY,5930,2296,16.30691,70.15797,81
14525,0,9739.0,Pavilion,NY,1833,792,16.31206,63.229,81
14526,0,1240.0,Penfield,NY,13408,5503,50.58174,102.0059,81
14527,0,11568.0,Penn Yan,NY,8542,3364,18.19246,53.41023,81
14530,0,12364.0,Perry,NY,3863,1585,14.8848,56.59423,81
14532,0,7715.0,Phelps,NY,3018,1255,17.49503,70.65747,81
14533,0,10392.0,Piffard,NY,1480,612,12.2973,67.64346,81
14534,1,416.0,Pittsford,NY,20845,8753,63.07988,130.0068,81
14541,0,9206.0,Romulus,NY,1245,549,19.03614,60.61249,81
14543,0,1927.0,Rush,NY,2169,919,42.23144,95.05859,81
14544,0,8593.0,Rushville,NY,1316,551,20.28875,61.39574,81
14546,0,3429.0,Scottsville,NY,3643,1549,32.96733,83.33989,81
14548,0,9239.0,Shortsville,NY,2822,1127,16.58398,64.71967,81
14550,0,17733.0,Silver Springs,NY,1185,482,7.93249,54.44585,81
14551,0,11292.0,Sodus,NY,3500,1429,13.71429,62.07439,81
14555,0,7896.0,Sodus Point,NY,963,351,19.73001,65.78928,81
14559,0,3924.0,Spencerport,NY,10408,4466,29.82321,82.09898,81
14560,0,7921.0,Springwater,NY,1573,623,18.18182,68.34825,81
14561,0,8789.0,Stanley,NY,1841,828,17.54481,65.23747,81
14564,0,2263.0,Victor,NY,6678,2664,39.74244,91.87198,81
14568,0,2861.0,Walworth,NY,3462,1522,31.8602,94.46626,81
14569,0,12273.0,Warsaw,NY,4394,1620,14.7929,56.99959,81
14571,0,11114.0,Waterport,NY,807,309,18.46344,54.53346,81
14572,0,12979.0,Wayland,NY,3525,1483,11.71631,60.38889,81
14580,0,2538.0,Webster,NY,30147,12287,36.81295,91.59869,81
14586,0,3067.0,West Henrietta,NY,4084,1631,34.28012,86.6285,81
14589,0,7477.0,Williamson,NY,5228,2189,17.52104,72.09975,81
14590,0,16035.0,Wolcott,NY,3594,1433,11.10184,53.44292,81
14591,0,10986.0,Wyoming,NY,1045,442,16.17225,58.842,81
14604,0,18281.0,Rochester,NY,1299,127,21.01617,30.32847,81
14605,0,23763.0,Rochester,NY,6854,3280,6.5801,24.84048,81
14606,0,13354.0,Rochester,NY,19148,7710,11.72446,59.38335,81
14607,0,2985.0,Rochester,NY,12363,2045,49.43784,61.97501,81
14608,0,23175.0,Rochester,NY,7393,2846,10.95631,27.37461,81
14609,0,11467.0,Rochester,NY,28616,11063,19.19905,51.97579,81
14610,0,1716.0,Rochester,NY,10306,3244,52.15408,83.69424,81
14611,0,23227.0,Rochester,NY,10328,4406,8.96592,30.17679,81
14612,0,4717.0,Rochester,NY,24211,9466,25.80232,79.93751,81
14613,0,20359.0,Rochester,NY,8140,3372,12.66585,38.63173,81
14615,0,12019.0,Rochester,NY,10230,3929,17.17498,53.70705,81
14616,0,9587.0,Rochester,NY,18861,7527,17.60246,61.62065,81
14617,0,3039.0,Rochester,NY,16396,6570,37.26519,81.98914,81
14618,1,706.0,Rochester,NY,15547,5686,63.17617,107.3448,81
14619,0,8975.0,Rochester,NY,9007,3729,21.60542,57.27157,81
14620,0,5266.0,Rochester,NY,17611,4698,39.15735,51.09055,81
14621,0,22975.0,Rochester,NY,20875,8352,7.98084,34.21597,81
14622,0,7403.0,Rochester,NY,8983,3330,21.74107,65.34338,81
14623,0,4946.0,Rochester,NY,14162,4810,30.56772,69.19035,81
14624,0,4404.0,Rochester,NY,25887,10607,27.74752,80.11404,81
14625,0,1781.0,Rochester,NY,8017,3152,45.90246,92.76637,81
14626,0,5203.0,Rochester,NY,20318,8162,23.54562,78.56715,81
14701,0,14172.0,Jamestown,NY,28759,11172,15.80375,50.24845,81
14706,0,7075.0,Allegany,NY,4138,1697,25.66457,60.5105,81
14709,0,16615.0,Angelica,NY,959,422,14.80709,45.63524,81
14710,0,9690.0,Ashville,NY,2591,1147,20.45542,56.2948,81
14711,0,16364.0,Belfast,NY,1232,491,12.82468,49.70318,81
14712,0,7094.0,Bemus Point,NY,2465,1033,24.54361,62.36075,81
14715,0,18932.0,Bolivar,NY,2063,897,9.98546,47.61495,81
14716,0,19758.0,Brocton,NY,2236,678,8.40787,47.80978,81
14718,0,10163.0,Cassadaga,NY,1560,606,19.03846,56.8806,81
14719,0,16716.0,Cattaraugus,NY,2292,965,11.16928,51.67243,81
14723,0,15641.0,Cherry Creek,NY,768,337,15.23438,47.26451,81
14724,0,12240.0,Clymer,NY,1657,731,16.11346,54.84074,81
14726,0,21621.0,Conewango Valley,NY,1016,448,6.69291,44.40348,81
14727,0,14180.0,Cuba,NY,3651,1537,15.83128,50.17915,81
14728,0,9209.0,Dewittville,NY,754,336,23.74005,52.48576,81
14729,0,16001.0,East Otto,NY,637,262,10.67504,54.2654,81
14731,0,5809.0,Ellicottville,NY,1301,490,28.59339,64.56275,81
14733,0,15815.0,Falconer,NY,2671,1037,10.44553,55.11926,81
14735,0,17788.0,Fillmore,NY,1668,734,12.88969,45.766,81
14737,0,17837.0,Franklinville,NY,2897,1227,10.4591,49.7921,81
14738,0,13022.0,Frewsburg,NY,2554,1057,12.49021,58.9283,81
14739,0,19859.0,Friendship,NY,1873,777,10.83823,43.31425,81
14740,0,16126.0,Gerry,NY,734,324,10.6267,54.04703,81
14741,0,14293.0,Great Valley,NY,1425,555,13.26316,54.27717,81
14743,0,16637.0,Hinsdale,NY,1300,565,12.07692,50.30599,81
14744,0,3792.0,Houghton,NY,795,324,46.03774,55.93651,81
14747,0,15890.0,Kennedy,NY,1685,693,11.86944,52.47922,81
14750,0,4683.0,Lakewood,NY,3331,1358,32.90303,68.10373,81
14753,0,19011.0,Limestone,NY,770,320,8.57143,49.85225,81
14755,0,19009.0,Little Valley,NY,1987,808,9.41117,48.40604,81
14757,0,7903.0,Mayville,NY,2745,1012,25.42805,55.94436,81
14760,0,11009.0,Olean,NY,13630,5224,20.66031,51.04609,81
14767,0,18663.0,Panama,NY,1149,507,10.96606,46.67347,81
14769,0,19839.0,Portland,NY,639,261,8.76369,46.93369,81
14770,0,12622.0,Portville,NY,2072,874,14.67181,56.2608,81
14772,0,14987.0,Randolph,NY,2702,1124,13.58253,51.88688,81
14775,0,19766.0,Ripley,NY,1779,756,8.93761,46.85523,81
14779,0,19970.0,Salamanca,NY,4778,1875,10.86229,42.90628,81
14781,0,16319.0,Sherman,NY,1297,557,12.79877,49.85225,81
14782,0,16337.0,Sinclairville,NY,2022,759,11.77052,51.58874,81
14784,0,19138.0,Stockton,NY,593,267,9.94941,47.08929,81
14787,0,9779.0,Westfield,NY,3763,1504,19.66516,57.23758,81
14801,0,19580.0,Addison,NY,3492,1454,10.65292,44.53162,81
14802,1,766.0,Alfred,NY,536,149,69.58955,92.43948,81
14803,0,2849.0,Alfred Station,NY,753,317,46.34794,69.6297,81
14804,0,5973.0,Almond,NY,975,419,28.30769,63.60951,81
14805,0,13979.0,Alpine,NY,783,313,14.43167,53.04672,81
14806,0,15326.0,Andover,NY,1465,615,13.24232,51.54559,81
14807,0,13035.0,Arkport,NY,2068,858,14.70019,55.07742,81
14809,0,17449.0,Avoca,NY,1646,689,14.4593,44.01513,81
14810,0,14758.0,Bath,NY,8637,3201,13.65057,52.36546,81
14812,0,18290.0,Beaver Dams,NY,2326,955,9.20034,50.6695,81
14813,0,14178.0,Belmont,NY,1740,695,14.36782,52.71328,81
14814,0,2602.0,Big Flats,NY,1225,555,47.42857,72.11414,81
14815,0,19289.0,Bradford,NY,684,255,6.57895,52.45307,81
14817,0,5128.0,Brooktondale,NY,1403,531,31.64647,65.42184,81
14818,0,10589.0,Burdett,NY,1235,513,17.48988,57.99598,81
14819,0,21534.0,Cameron,NY,512,200,5.66406,46.52048,81
14821,0,11538.0,Campbell,NY,2257,956,15.463,58.21304,81
14822,0,16603.0,Canaseraga,NY,774,315,12.6615,49.3619,81
14823,0,12710.0,Canisteo,NY,2660,1104,15.71429,54.20002,81
14824,0,18103.0,Cayuta,NY,587,267,9.02896,51.48675,81
14825,0,11337.0,Chemung,NY,587,270,15.50256,58.842,81
14826,0,16680.0,Cohocton,NY,1350,558,11.92593,50.45113,81
14830,0,5959.0,Corning,NY,13226,5137,27.74837,64.71181,81
14836,0,11519.0,Dalton,NY,689,308,13.06241,62.38298,81
14837,0,16190.0,Dundee,NY,3405,1387,15.74156,45.05859,81
14838,0,15214.0,Erin,NY,1343,633,9.75428,57.84953,81
14840,0,7331.0,Hammondsport,NY,2467,1002,26.26672,57.93975,81
14841,0,4421.0,Hector,NY,579,229,31.4335,73.5525,81
14842,0,8182.0,Himrod,NY,548,246,22.81022,59.04599,81
14843,0,15354.0,Hornell,NY,8782,3378,14.08563,50.02616,81
14845,0,6896.0,Horseheads,NY,13907,5667,21.92421,68.26588,81
14846,0,18343.0,Hunt,NY,529,207,8.12854,52.40076,81
14847,0,9033.0,Interlaken,NY,1709,683,22.1182,56.08689,81
14850,0,1521.0,Ithaca,NY,31772,10506,60.29208,74.69665,81
14858,0,17150.0,Lindley,NY,1122,486,9.98217,52.60083,81
14859,0,16842.0,Lockwood,NY,672,305,14.58333,45.49402,81
14860,0,11371.0,Lodi,NY,753,316,18.9907,52.71328,81
14861,0,20935.0,Lowman,NY,978,424,5.21472,49.48089,81
14864,0,20999.0,Millport,NY,898,326,7.23831,45.766,81
14865,0,12419.0,Montour Falls,NY,1984,709,15.12097,56.05027,81
14867,0,9615.0,Newfield,NY,3564,1447,20.87542,55.8829,81
14869,0,10188.0,Odessa,NY,914,391,17.94311,58.67855,81
14870,0,5448.0,Painted Post,NY,6404,2583,28.74766,67.32571,81
14871,0,7190.0,Pine City,NY,3428,1447,20.77013,68.3391,81
14873,0,16790.0,Prattsburgh,NY,1597,664,14.15153,46.36096,81
14878,0,12005.0,Rock Stream,NY,522,242,15.70881,56.27387,81
14879,0,18637.0,Savona,NY,1373,600,8.44865,51.07878,81
14880,0,16692.0,Scio,NY,1100,474,11.18182,51.70904,81
14882,0,3937.0,Lansing,NY,2429,1016,35.61136,71.98861,81
14883,0,11010.0,Spencer,NY,2589,1122,18.81035,54.23271,81
14886,0,4828.0,Trumansburg,NY,4319,1805,33.34105,65.72782,81
14889,0,16121.0,Van Etten,NY,946,390,11.20507,53.05849,81
14891,0,11609.0,Watkins Glen,NY,2968,1190,17.38544,54.67599,81
14892,0,14847.0,Waverly,NY,5621,2188,13.62747,52.1497,81
14894,0,17051.0,Wellsburg,NY,1797,432,6.39955,59.03422,81
14895,0,12332.0,Wellsville,NY,7090,2653,18.18054,50.99248,81
14897,0,18300.0,Whitesville,NY,574,248,11.67247,46.37926,81
14898,0,20811.0,Woodhull,NY,886,389,6.77201,47.28412,81
14901,0,19088.0,Elmira,NY,11203,3609,11.64867,44.33025,81
14903,0,9073.0,Elmira,NY,5268,2026,20.653,58.41572,81
14904,0,18569.0,Elmira,NY,10787,4369,11.56021,45.90722,81
14905,0,3415.0,Elmira,NY,6478,2519,39.10157,72.99284,81
15001,0,10492.0,Aliquippa,PA,24652,9876,16.25832,60.45558,81
15003,0,14549.0,Ambridge,PA,9417,3505,14.60125,51.29715,81
15005,0,8225.0,Baden,PA,6890,2744,19.04209,65.29108,81
15009,0,5542.0,Beaver,PA,11182,4181,25.92559,71.39496,81
15010,0,9918.0,Beaver Falls,PA,20077,7916,17.99572,59.52718,81
15012,0,11227.0,Belle Vernon,PA,12197,4945,17.66008,55.48278,81
15014,0,15838.0,Brackenridge,PA,2548,929,10.67504,54.6616,81
15015,1,414.0,Bradfordwoods,PA,933,396,60.87888,133.9087,81
15017,0,4619.0,Bridgeville,PA,10879,3622,29.23982,75.07716,81
15019,0,14497.0,Bulger,PA,1389,581,9.35925,60.4765,81
15021,0,11142.0,Burgettstown,PA,5614,2265,13.57321,62.84587,81
15022,0,12865.0,Charleroi,PA,8538,3211,16.25673,52.86365,81
15024,0,8150.0,Cheswick,PA,6295,2412,19.85703,64.30254,81
15025,0,8755.0,Clairton,PA,12297,4725,19.32179,62.2823,81
15026,0,9983.0,Clinton,PA,2633,1127,12.95101,68.02396,81
15027,0,12260.0,Conway,PA,1702,673,12.80846,60.4765,81
15030,0,18042.0,Creighton,PA,783,267,12.26054,46.0929,81
15033,0,17181.0,Donora,PA,4172,1471,12.10451,48.8624,81
15034,0,17389.0,Dravosburg,PA,1499,575,10.00667,51.86334,81
15035,0,17652.0,East Mc Keesport,PA,1723,667,10.73709,49.85225,81
15037,0,11706.0,Elizabeth,PA,8774,3544,14.97607,58.50726,81
15042,0,8604.0,Freedom,PA,5270,2290,15.57875,69.4741,81
15043,0,12177.0,Georgetown,PA,1665,749,13.93393,58.78577,81
15044,0,2126.0,Gibsonia,PA,15345,6495,40.67123,93.14035,81
15045,0,19677.0,Glassport,PA,3581,1325,7.95867,48.85717,81
15046,0,9531.0,Crescent,PA,1528,628,13.87435,68.26849,81
15049,0,15655.0,Harwick,PA,784,259,13.77551,49.73587,81
15050,0,14397.0,Hookstown,PA,1628,715,6.63391,65.44276,81
15052,0,12207.0,Industry,PA,2717,1176,13.2131,59.93123,81
15055,0,3842.0,Lawrence,PA,963,413,33.7487,76.47106,81
15056,0,11898.0,Leetsdale,PA,888,337,20.04505,49.16053,81
15057,0,7853.0,Mc Donald,PA,7720,3191,18.8342,67.52185,81
15059,0,21473.0,Midland,PA,3256,1293,5.92752,46.28119,81
15060,0,17898.0,Midway,PA,708,291,7.76836,54.21048,81
15061,0,9717.0,Monaca,PA,9434,3888,15.78334,64.21493,81
15062,0,14898.0,Monessen,PA,6504,2443,15.54428,48.73294,81
15063,0,12082.0,Monongahela,PA,9005,3460,15.23598,56.87537,81
15065,0,11348.0,Natrona Heights,PA,8681,3456,16.86442,56.45171,81
15066,0,15121.0,New Brighton,PA,9478,3912,13.26229,52.03202,81
15067,0,19092.0,New Eagle,PA,1673,671,10.04184,47.08275,81
15068,0,9878.0,New Kensington,PA,29735,11518,18.40256,59.01722,81
15071,0,4775.0,Oakdale,PA,6636,2641,29.3249,73.24914,81
15074,0,14866.0,Rochester,PA,6955,2684,11.66068,55.49193,81
15076,0,21035.0,Russellton,PA,570,234,9.64912,41.47577,81
15083,0,23087.0,Sutersville,PA,593,227,3.03541,41.86805,81
15084,0,16564.0,Tarentum,PA,7515,2929,11.07119,52.22947,81
15085,0,9092.0,Trafford,PA,5790,2345,20.2418,59.03029,81
15089,0,14053.0,West Newton,PA,5376,2174,12.87202,55.573,81
15090,1,580.0,Wexford,PA,11581,4923,58.26785,124.7503,81
15101,0,2203.0,Allison Park,PA,16488,6803,43.05556,87.42352,81
15102,0,2807.0,Bethel Park,PA,21859,8796,38.16277,84.44873,81
15104,0,23007.0,Braddock,PA,7371,3006,7.88224,34.16628,81
15106,0,10311.0,Carnegie,PA,14048,5120,18.68593,56.88975,81
15108,0,3671.0,Coraopolis,PA,26190,9958,31.55021,82.62202,81
15110,0,22986.0,Duquesne,PA,4511,1888,8.13567,33.86422,81
15112,0,15958.0,East Pittsburgh,PA,2464,929,13.35227,49.75549,81
15116,0,3796.0,Glenshaw,PA,10655,4420,31.35617,81.1745,81
15120,0,14929.0,Homestead,PA,14669,5379,12.74115,53.4743,81
15122,0,11466.0,West Mifflin,PA,15556,6229,14.50244,60.06984,81
15126,0,5760.0,Imperial,PA,4483,1866,22.97569,74.72018,81
15129,0,5321.0,South Park,PA,7630,3192,24.79685,75.31253,81
15131,0,6940.0,McKeesport,PA,6802,2578,25.63952,61.47028,81
15132,0,20538.0,McKeesport,PA,17599,6438,10.39264,41.93604,81
15133,0,18387.0,McKeesport,PA,4932,1938,8.73885,51.24223,81
15135,0,5288.0,McKeesport,PA,3985,1674,26.12296,73.35113,81
15136,0,11366.0,McKees Rocks,PA,15932,6175,16.80894,56.49486,81
15137,0,17411.0,North Versailles,PA,8005,3090,11.08057,49.95293,81
15139,0,3471.0,Oakmont,PA,5246,1720,37.15211,75.60674,81
15140,0,19672.0,Pitcairn,PA,2502,907,10.35172,44.75392,81
15143,0,1825.0,Sewickley,PA,11871,4721,46.07025,91.31232,81
15144,0,13565.0,Springdale,PA,3380,1316,12.33728,57.78023,81
15145,0,10215.0,Turtle Creek,PA,5703,2024,17.78012,58.87077,81
15146,0,4074.0,Monroeville,PA,21645,8167,35.66644,70.1632,81
15147,0,9031.0,Verona,PA,13125,5204,19.51238,60.59026,81
15148,0,19791.0,Wilmerding,PA,2090,733,11.57895,42.24332,81
15201,0,12686.0,Pittsburgh,PA,10307,3444,18.79305,48.97878,81
15202,0,6482.0,Pittsburgh,PA,15248,5155,26.84942,62.50982,81
15203,0,10224.0,Pittsburgh,PA,7152,1921,21.90996,51.71558,81
15204,0,14762.0,Pittsburgh,PA,6464,2586,12.51547,54.30332,81
15205,0,6549.0,Pittsburgh,PA,15698,5774,26.48745,62.74388,81
15206,0,7008.0,Pittsburgh,PA,22448,7662,32.45278,49.27298,81
